run_id,latent_dim,epochs,batch_size,learning_rate,final_train_mse,final_val_mse,best_val_mse,best_epoch,best_model_path,final_model_path,train_latent_path,val_latent_path
20260614_134151,2,3,64,0.001,0.03622057507428425,0.036753379562987555,0.03654967356897608,1,cifar10_eqx_autoencoder_runs\checkpoints\autoencoder_latent2_best.eqx,cifar10_eqx_autoencoder_runs\checkpoints\autoencoder_latent2_final.eqx,cifar10_eqx_autoencoder_runs\latent_spaces\latent_space_train_latent2.eqx,cifar10_eqx_autoencoder_runs\latent_spaces\latent_space_val_latent2.eqx
