run_id,latent_dim,epoch,train_mse,val_mse
20260614_134151,2,1,0.03783528378698975,0.03654967356897608
20260614_134151,2,2,0.036456599858039146,0.036561618971673746
20260614_134151,2,3,0.03622057507428425,0.036753379562987555
